,Category,Name,places_link
147,Shopping,26. Sharqia Arts,https://www.tripadvisor.com/Attraction_Review-g293995-d15511984-Reviews-Sharqia_Arts-Riyadh_Riyadh_Province.html
148,Shopping,27. Souk Al Zal,https://www.tripadvisor.com/Attraction_Review-g293995-d23602142-Reviews-Souk_Al_Zal-Riyadh_Riyadh_Province.html
149,Shopping,28. The View Mall1,https://www.tripadvisor.com/Attraction_Review-g293995-d25218414-Reviews-The_View_Mall-Riyadh_Riyadh_Province.html
150,Shopping,29. Mono gallery,https://www.tripadvisor.com/Attraction_Review-g293995-d19813411-Reviews-Mono_gallery-Riyadh_Riyadh_Province.html
151,Shopping,30. Art And Antiques,https://www.tripadvisor.com/Attraction_Review-g293995-d25109189-Reviews-Art_And_Antiques-Riyadh_Riyadh_Province.html
152,Transportation,1. Limowide2,https://www.tripadvisor.com/Attraction_Review-g293995-d23635674-Reviews-Limowide-Riyadh_Riyadh_Province.html
153,Transportation,2. Abdullah Alturki18,https://www.tripadvisor.com/Attraction_Review-g293995-d23232313-Reviews-Abdullah_Alturki-Riyadh_Riyadh_Province.html
154,Transportation,"3. PROFi DRIVER Riyadh, Saudi Arabia, Middle East",https://www.tripadvisor.com/Attraction_Review-g293995-d20927707-Reviews-PROFi_DRIVER_Riyadh_Saudi_Arabia_Middle_East-Riyadh_Riyadh_Province.html
155,Transportation,4. Taxi2Airport Riyadh,https://www.tripadvisor.com/Attraction_Review-g293995-d21266309-Reviews-Taxi2Airport_Riyadh-Riyadh_Riyadh_Province.html
156,Transportation,5. شركة نقل عفش بالرياض1,https://www.tripadvisor.com/Attraction_Review-g293995-d26360261-Reviews-Riyadh_Riyadh_Province.html
157,Transportation,6. Riyadh Off Road19,https://www.tripadvisor.com/Attraction_Review-g293995-d24916498-Reviews-Riyadh_Off_Road-Riyadh_Riyadh_Province.html
158,Transportation,7. NAYLAM,https://www.tripadvisor.com/Attraction_Review-g293995-d25775640-Reviews-NAYLAM-Riyadh_Riyadh_Province.html
159,Transportation,8. Plaza Premium Lounge16,https://www.tripadvisor.com/Attraction_Review-g293995-d21250729-Reviews-Plaza_Premium_Lounge-Riyadh_Riyadh_Province.html
160,Transportation,9. Riyadh Airport Concierge - airssist,https://www.tripadvisor.com/Attraction_Review-g293995-d25354806-Reviews-Riyadh_Airport_Concierge_airssist-Riyadh_Riyadh_Province.html
161,Transportation,10. Ibrahim,https://www.tripadvisor.com/Attraction_Review-g293995-d26722237-Reviews-Ibrahim-Riyadh_Riyadh_Province.html
162,Transportation,11. Saudi Arabia airport Transfers - Vince Group,https://www.tripadvisor.com/Attraction_Review-g293995-d26785138-Reviews-Saudi_Arabia_airport_Transfers_Vince_Group-Riyadh_Riyadh_Province.html
163,Transportation,12. Eagle Routes,https://www.tripadvisor.com/Attraction_Review-g293995-d26802935-Reviews-Eagle_Routes-Riyadh_Riyadh_Province.html
164,Transportation,13. ECS Provider,https://www.tripadvisor.com/Attraction_Review-g293995-d26821883-Reviews-ECS_Provider-Riyadh_Riyadh_Province.html
165,Transportation,14. Hammy khan,https://www.tripadvisor.com/Attraction_Review-g293995-d26838405-Reviews-Hammy_khan-Riyadh_Riyadh_Province.html
166,Transportation,15. Yalla Hike5,https://www.tripadvisor.com/Attraction_Review-g293995-d19981789-Reviews-Yalla_Hike-Riyadh_Riyadh_Province.html
167,Transportation,16. Jawlat2,https://www.tripadvisor.com/Attraction_Review-g293995-d21364605-Reviews-Jawlat-Riyadh_Riyadh_Province.html
168,Transportation,17. The Desert Land1,https://www.tripadvisor.com/Attraction_Review-g293995-d19981692-Reviews-The_Desert_Land-Riyadh_Riyadh_Province.html
169,Transportation,18. رتل للدراجات النارية | RITL motorcycles1,https://www.tripadvisor.com/Attraction_Review-g293995-d24958566-Reviews-RITL_motorcycles-Riyadh_Riyadh_Province.html
170,Transportation,19. MYTRIP Saudi Tours1,https://www.tripadvisor.com/Attraction_Review-g293995-d19804231-Reviews-MYTRIP_Saudi_Tours-Riyadh_Riyadh_Province.html
171,Transportation,20. Sand Waves,https://www.tripadvisor.com/Attraction_Review-g293995-d19888575-Reviews-Sand_Waves-Riyadh_Riyadh_Province.html
172,Transportation,21. CamelSteps3,https://www.tripadvisor.com/Attraction_Review-g293995-d19934554-Reviews-CamelSteps-Riyadh_Riyadh_Province.html
173,Transportation,22. Aziz Alhawsa1,https://www.tripadvisor.com/Attraction_Review-g293995-d19122346-Reviews-Aziz_Alhawsa-Riyadh_Riyadh_Province.html
174,Transportation,23. Ajwaad Group,https://www.tripadvisor.com/Attraction_Review-g293995-d20222554-Reviews-Ajwaad_Group-Riyadh_Riyadh_Province.html
175,Transportation,24. EDGE OF THE WORLD,https://www.tripadvisor.com/Attraction_Review-g293995-d23455224-Reviews-EDGE_OF_THE_WORLD-Riyadh_Riyadh_Province.html
176,Transportation,25. Masarat club,https://www.tripadvisor.com/Attraction_Review-g293995-d25130719-Reviews-Masarat_club-Riyadh_Riyadh_Province.html
177,Transportation,26. Palms Land Tours,https://www.tripadvisor.com/Attraction_Review-g293995-d23163299-Reviews-Palms_Land_Tours-Riyadh_Riyadh_Province.html
178,Transportation,27. Desert Paradise,https://www.tripadvisor.com/Attraction_Review-g293995-d19243781-Reviews-Desert_Paradise-Riyadh_Riyadh_Province.html
179,Transportation,28. Storm Team Adventure Club,https://www.tripadvisor.com/Attraction_Review-g293995-d25574017-Reviews-Storm_Team_Adventure_Club-Riyadh_Riyadh_Province.html
180,Transportation,29. Riyadh Airport Transfers,https://www.tripadvisor.com/Attraction_Review-g293995-d23992868-Reviews-Riyadh_Airport_Transfers-Riyadh_Riyadh_Province.html
181,Transportation,30. Alsyahi Tours,https://www.tripadvisor.com/Attraction_Review-g293995-d23649932-Reviews-Alsyahi_Tours-Riyadh_Riyadh_Province.html
182,Traveler Resources,1. Nasmiles Lounge1,https://www.tripadvisor.com/Attraction_Review-g293995-d23511970-Reviews-Nasmiles_Lounge-Riyadh_Riyadh_Province.html
183,Traveler Resources,2. 1st Arabia Tradeshows & Conferences1,https://www.tripadvisor.com/Attraction_Review-g293995-d23095801-Reviews-1st_Arabia_Tradeshows_Conferences-Riyadh_Riyadh_Province.html
184,Traveler Resources,3. King Fahad National Library,https://www.tripadvisor.com/Attraction_Review-g293995-d26713729-Reviews-King_Fahad_National_Library-Riyadh_Riyadh_Province.html
185,Traveler Resources,"4. Plaza Premium Lounge (Departures, Terminal 2)",https://www.tripadvisor.com/Attraction_Review-g293995-d23409049-Reviews-Plaza_Premium_Lounge_Departures_Terminal_2-Riyadh_Riyadh_Province.html
